,a1,o1,c1,g1,l1,b1,f1,t1,j1,u1,q1,a2,o2,c2,g2,l2,b2,f2,t2,j2,u2,q2,a3,o3,c3,g3,l3,b3,f3,t3,j3,u3,q3,record,frame,face_mesh_path,ref,Basis.txt,jaw_open.txt,left_eye_closed.txt,mouth_open.txt,right_eye_closed.txt,smile.txt,smile_left.txt,smile_right.txt,loss,sequence
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_012,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_012,sa1/face_012,0.5607777539911303,0.3174605383700178,0.0998833724853904,0.1672819597621425,0.0920243438500631,-0.2437222953519707,-0.4929389584859919,0.5052029516779406,0.013013275724445,sa1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_013,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_013,sa1/face_013,0.4449743402078306,0.3810653875077815,0.1400561145428693,0.0944101564941219,0.1215604346367916,-0.100353351637582,-0.5968115542950078,0.5197900949397009,0.0178601304734292,sa1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_014,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_014,sa1/face_014,0.5606725265252124,0.4916029631792805,0.1445071438565079,0.0043985197444735,0.1157831217545842,0.5900843390173706,-0.4398642976611889,-0.4655019602092178,0.0204636907813735,sa1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_015,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_015,sa1/face_015,0.5958477962674509,-0.4167772735997564,0.1385368472815879,0.9047419278015696,0.0961361167894874,0.277220196319057,-0.66699985582229,0.072374015543123,0.0237002349876462,sa1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sa1,face_016,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_016,sa1/face_016,0.6701668386447261,0.4683784294563993,0.10898507612549,0.0265405435846608,0.1090122031082048,-0.438890355936626,0.5543075220816848,-0.4994650419919862,0.0272958766667967,sa1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sa1,face_017,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_017,sa1/face_017,0.6275479159311504,0.3926185779689427,0.1309707280263183,0.0486906212499262,0.1409635922484029,0.1541070208425262,-0.7545847342834486,0.2544199295775833,0.0270365604568118,sa1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sa1,face_018,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_018,sa1/face_018,0.859483384495069,0.3014750023131906,0.0940102669731812,0.0793346157431179,0.0971857659073338,0.1427198318476445,-0.8346286758651857,0.2550620972290715,0.0258363258043384,sa1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sa1,face_019,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_019,sa1/face_019,0.8895708658144799,0.3189654791006709,0.0983776493872604,0.011536005237857,0.0726207143829863,0.519191247302266,-0.65140423262416,-0.2677737881597689,0.025695437035697,sa1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_020,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_020,sa1/face_020,0.7976985162953599,0.0801247803388193,0.1020679746155926,0.2169714943372757,0.1289519983001587,-0.1106949421230358,-0.6521532907581878,0.4260901769680809,0.0211650531270382,sa1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_021,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_021,sa1/face_021,0.6380726045938427,-0.3839648190091351,0.123314747344629,0.8150563572758431,0.1312855721628303,-0.1520044454266254,0.3323448009312075,-0.5161013943628667,0.0219312667973396,sa1
20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_022,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_022,sa1/face_022,0.0320548964355013,0.6090578532877701,0.3608331858589822,-0.1675623574023487,0.2760545077720386,-0.5521443625950644,0.4454431218171534,-0.0291123841359036,0.0180637569147819,sa1
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_023,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_023,sa1/face_023,-0.2704612054598506,0.4637554145670954,0.4433272653497387,-0.040145931616036,0.3606835553388271,-0.9617688260739744,0.2732812869936758,0.7067681580709878,0.0177386789231877,sa1
22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_024,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_024,sa1/face_024,-0.4295644972801391,0.4709215832945043,0.4428784564144712,0.0234902512538586,0.4170108916580046,0.5123793098545761,-0.0185365963967412,-0.4302912718854794,0.0183394711431572,sa1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_025,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_025,sa1/face_025,-0.4333482107392785,0.9757288685279568,0.4666555345913947,-0.4271828474713233,0.3166249597343634,0.0584863866492297,0.1463770305897965,-0.1017379940025887,0.0185613024150629,sa1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_026,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_026,sa1/face_026,-0.4296071014627544,1.0053063325522686,0.3610217061478091,-0.4608482967472787,0.2711399953477225,-0.833533872112099,0.4666979470112493,0.6322455917309994,0.0173555247869374,sa1
25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_027,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_027,sa1/face_027,-0.1920824653539752,-0.7240541824696862,0.2885409901247902,1.2167477681686218,0.1775064424845698,-0.5599237668585734,0.9348007724072092,-0.1286635485444914,0.0139668557857016,sa1
26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_028,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_028,sa1/face_028,0.2371419068175236,-0.0081924635297733,0.1980771276992932,0.3786206200547702,0.1035582233962657,0.5006754397298473,-0.4890082486128559,0.0924705820525693,0.0112623350283037,sa1
27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_029,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_029,sa1/face_029,0.7183925286892809,0.2556593708242274,0.1123072153444496,0.0063212201557931,0.0101965454451413,1.16448995978203,-0.5051363343625492,-0.7534264935997208,0.0079313574302366,sa1
28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_030,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_030,sa1/face_030,0.7378814112576669,-0.2877216935468374,0.1023758542378462,0.5086539383916613,0.0209543371142327,-0.031153535228192,0.3558614845392139,-0.3965112288589507,0.0061985402003582,sa1
29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_031,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_031,sa1/face_031,0.7283216718648172,0.0863739407650643,0.0677260742423942,0.1820606700997872,0.0227133496709486,0.62332942603493,-0.5899567420616758,-0.1186177950897253,0.0050117922997243,sa1
30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_032,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_032,sa1/face_032,0.9241292696524864,0.3196189277842337,0.0775985475873768,-0.1961826064155841,0.0248513688693511,0.6025597656551706,-0.7033478723390701,-0.0404340877192937,0.0042138838759703,sa1
31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_033,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_033,sa1/face_033,0.4339412006060927,-0.0397798525259956,0.3336104436464515,0.0707168441330104,0.3212454716232076,-0.2961114216050685,-0.2071790604081889,0.3642536418119605,0.0042298355998209,sa1
32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_034,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_034,sa1/face_034,0.1803006063193847,0.6135717759611873,0.3284738463179419,-0.5346453550228429,0.365120897088853,0.1082240500643177,0.0145600453105124,-0.0982717507958581,0.0034454928201248,sa1
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_035,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_035,sa1/face_035,0.242035708209854,0.8928092421852396,0.2705027273371121,-0.7029292853329334,0.2551570540430476,-0.240412158842394,1.001723060134199,-0.7313558275925972,0.0037514151283597,sa1
34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_036,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_036,sa1/face_036,0.3591785914336772,0.4242842985358835,0.1952969349054144,-0.1396691409553956,0.1359094696166909,0.1628163951107897,0.4918794274640641,-0.6274600244799218,0.0037036204959884,sa1
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_037,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_037,sa1/face_037,0.3387794421137538,0.1575747103108672,0.1816795319566652,0.154149948735972,0.0730706176636896,0.1823872727978835,0.5434452747818226,-0.6244670621280433,0.0038379962040444,sa1
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_038,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_038,sa1/face_038,0.2306271522372787,0.1139720970760447,0.1699162402620868,0.2593189388793579,0.0690975577502347,0.4171123247710171,0.3823369253552873,-0.6307547859278253,0.0058437226568226,sa1
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_039,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_039,sa1/face_039,0.3393759071060017,0.1363734100042549,0.114856519647204,0.2967823997281071,0.0509023517337099,-0.1441267741163601,-0.3963273017011571,0.623107217177281,0.0059790072999698,sa1
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_040,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_040,sa1/face_040,0.3739887445410566,-0.0498991532884977,0.128655173797218,0.4324649408728285,0.0843660155752984,-0.0203658171607695,0.3975454042812333,-0.3319997786757778,0.0077516854882779,sa1
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_041,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_041,sa1/face_041,0.6304569830833994,-0.2052468952664013,0.0763144411412808,0.6143812334416763,0.0237846812321337,-0.1316758559101257,0.1505455452941652,-0.1433642513626777,0.0078151927400387,sa1
40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_042,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_042,sa1/face_042,0.9666163499025612,0.0530267973132649,0.0631069158962942,0.2441632103097553,0.0271784732076723,0.1442079104752857,0.2806992593646879,-0.7640501918125817,0.0094650273586201,sa1
41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_043,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_043,sa1/face_043,0.958507759617086,0.5975896763266457,0.0363604750393206,-0.3159177087474528,-0.0035177604120953,-0.4554911155939525,0.104016895306948,0.0822289231232216,0.0085654454104363,sa1
42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_044,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_044,sa1/face_044,1.0248605182367618,0.3950253521028037,0.0423095862342385,-0.1594603698482,0.0182926990536481,0.1205707130796244,-0.2582680220205324,-0.1728402954861462,0.0073912340370634,sa1
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,sa1,face_045,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_045,sa1/face_045,0.946238003174873,-0.0537222240627491,0.0151300440558063,0.3174806592986441,0.0023320182929862,0.4779105799819043,-0.5004762847903891,-0.2005088525887951,0.0057764122588545,sa1
44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,sa1,face_046,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_046,sa1/face_046,0.8458833994724168,0.4084154268485622,0.0458839655701851,-0.1408146032367402,-0.0073080088532557,0.2180669316516892,0.1741022000250169,-0.5394750268867223,0.0055854075961122,sa1
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,sa1,face_047,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_047,sa1/face_047,0.7473093750194709,0.1818921348192005,0.0695308484957396,0.106983986095773,0.0180041337472953,0.8245278321821257,-0.2215261230734272,-0.72477176423505,0.0048854548408306,sa1
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_048,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_048,sa1/face_048,0.771256007964703,0.4655462432189934,0.0615692641126204,-0.1637505010090922,0.0120217594815788,0.0654059134450541,-0.0310737406465584,-0.1761995396344307,0.0051171136194637,sa1
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa1,face_049,C:/Users/Enzo.Magal/Documents/Enzo2021/fadg0/face_mesh/sa1/face_049,sa1/face_049,1.037086755400928,0.1374428619348426,0.0532172093054114,0.1248511641572698,-0.0122235244107966,-0.3704400344273039,-0.2560609066062482,0.2900234817982079,0.0056902834787871,sa1
